chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
p: 1
[compute-0-39:19053] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:19053] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:19053] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:19053] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ae67cd7cfc2]
[compute-0-39:19053] *** End of error message ***
[compute-0-39:19052] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:19052] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:19052] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:19052] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b2fc2fc0fc2]
[compute-0-39:19052] *** End of error message ***
[compute-0-39:19054] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:19054] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:19054] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:19054] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b08a7190fc2]
[compute-0-39:19054] *** End of error message ***

n: 32
time: 5.177975ms
error: 0.000441005


n: 64
time: 6.564856ms
error: 9.28738e-05


n: 128
time: 6.373882ms
error: 2.10266e-05


n: 256
time: 10.043144ms
error: 4.9817e-06


n: 512
time: 23.395061ms
error: 1.211e-06


n: 1024
time: 86.884022ms
error: 2.98445e-07


n: 2048
time: 401.584864ms
error: 7.40728e-08


n: 4096
time: 1731.926918ms
error: 1.84509e-08


n: 8192
time: 7500.770092ms
error: 4.60431e-09


n: 16384
time: 31262.944937ms
error: 1.15003e-09


t: 3
n: 16
[compute-0-39:22118] *** Process received signal ***
[compute-0-39:22118] Signal: Floating point exception (8)
[compute-0-39:22118] Signal code: Integer divide-by-zero (1)
[compute-0-39:22118] Failing at address: 0x40a863
[compute-0-39:22118] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:22118] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:22118] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:22118] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:22118] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 22118 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:22119] *** Process received signal ***
[compute-0-39:22119] Signal: Aborted (6)
[compute-0-39:22119] Signal code:  (-6)
[compute-0-39:22120] *** Process received signal ***
[compute-0-39:22120] Signal: Aborted (6)
[compute-0-39:22120] Signal code:  (-6)
[compute-0-39:22121] *** Process received signal ***
[compute-0-39:22121] Signal: Aborted (6)
[compute-0-39:22121] Signal code:  (-6)
[compute-0-39:22120] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:22120] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:22120] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:22120] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b2334d97fc2]
[compute-0-39:22120] *** End of error message ***
[compute-0-39:22119] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:22119] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:22119] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:22119] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b22a8b65fc2]
[compute-0-39:22119] *** End of error message ***
[compute-0-38:13789] *** Process received signal ***
[compute-0-38:13789] Signal: Aborted (6)
[compute-0-38:13789] Signal code:  (-6)
[compute-0-37:11272] *** Process received signal ***
[compute-0-37:11272] Signal: Aborted (6)
[compute-0-37:11272] Signal code:  (-6)
[compute-0-39:22121] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:22121] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:22121] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:22121] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b0a1df69fc2]
[compute-0-39:22121] *** End of error message ***
[compute-0-37:11273] *** Process received signal ***
[compute-0-37:11273] Signal: Aborted (6)
[compute-0-37:11273] Signal code:  (-6)
[compute-0-37:11274] *** Process received signal ***
[compute-0-37:11274] Signal: Aborted (6)
[compute-0-37:11274] Signal code:  (-6)
[compute-0-37:11275] *** Process received signal ***
[compute-0-37:11275] Signal: Aborted (6)
[compute-0-37:11275] Signal code:  (-6)
[compute-0-36:27328] *** Process received signal ***
[compute-0-36:27328] Signal: Aborted (6)
[compute-0-36:27328] Signal code:  (-6)
[compute-0-36:27329] *** Process received signal ***
[compute-0-36:27329] Signal: Aborted (6)
[compute-0-36:27329] Signal code:  (-6)
[compute-0-36:27331] *** Process received signal ***
[compute-0-36:27331] Signal: Aborted (6)
[compute-0-36:27331] Signal code:  (-6)

n: 32
time: 15.544891ms
error: 0.000441005


n: 64
time: 28.369904ms
error: 9.28738e-05


n: 128
time: 23.727894ms
error: 2.10266e-05


n: 256
time: 31.396151ms
error: 4.9817e-06


n: 512
time: 78.167915ms
error: 1.211e-06


n: 1024
time: 81.142902ms
error: 2.98445e-07


n: 2048
time: 336.432219ms
error: 7.40728e-08


n: 4096
time: 1358.246088ms
error: 1.84509e-08


n: 8192
time: 5727.143049ms
error: 4.60431e-09


n: 16384
time: 23987.371922ms
error: 1.15003e-09


t: 4
n: 16
[compute-0-39:24158] *** Process received signal ***
[compute-0-39:24158] Signal: Floating point exception (8)
[compute-0-39:24158] Signal code: Integer divide-by-zero (1)
[compute-0-39:24158] Failing at address: 0x40a863
[compute-0-39:24158] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:24158] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:24158] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:24158] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:24158] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 24158 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:24159] *** Process received signal ***
[compute-0-39:24159] Signal: Aborted (6)
[compute-0-39:24159] Signal code:  (-6)
[compute-0-39:24160] *** Process received signal ***
[compute-0-39:24161] *** Process received signal ***
[compute-0-39:24161] Signal: Aborted (6)
[compute-0-39:24161] Signal code:  (-6)
[compute-0-39:24160] Signal: Aborted (6)
[compute-0-39:24160] Signal code:  (-6)
[compute-0-39:24159] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:24159] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:24159] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:24159] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b1b5535afc2]
[compute-0-39:24159] *** End of error message ***
[compute-0-39:24160] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:24160] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:24160] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:24160] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b11dd12efc2]
[compute-0-39:24160] *** End of error message ***
[compute-0-39:24161] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:24161] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:24161] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:24161] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b1d6f99efc2]
[compute-0-39:24161] *** End of error message ***
[compute-0-38:15867] *** Process received signal ***
[compute-0-38:15867] Signal: Aborted (6)
[compute-0-38:15867] Signal code:  (-6)
[compute-0-36:27725] *** Process received signal ***
[compute-0-36:27725] Signal: Aborted (6)
[compute-0-36:27725] Signal code:  (-6)
[compute-0-36:27726] *** Process received signal ***
[compute-0-36:27726] Signal: Aborted (6)
[compute-0-36:27726] Signal code:  (-6)
[compute-0-36:27727] *** Process received signal ***
[compute-0-36:27727] Signal: Aborted (6)
[compute-0-36:27727] Signal code:  (-6)
[compute-0-36:27728] *** Process received signal ***

n: 32
time: 404.822826ms
error: 0.000441005


n: 64
time: 204.554081ms
error: 9.28738e-05


n: 128
time: 205.389977ms
error: 2.10266e-05


n: 256
time: 210.042000ms
error: 4.9817e-06


n: 512
time: 222.317934ms
error: 1.211e-06


n: 1024
time: 276.592016ms
error: 2.98445e-07


n: 2048
time: 728.302002ms
error: 7.40728e-08


n: 4096
time: 1633.123875ms
error: 1.84509e-08


n: 8192
time: 6401.532173ms
error: 4.60431e-09


n: 16384
time: 25937.488079ms
error: 1.15003e-09


t: 5
n: 16
[compute-0-39:26744] *** Process received signal ***
[compute-0-39:26744] Signal: Floating point exception (8)
[compute-0-39:26744] Signal code: Integer divide-by-zero (1)
[compute-0-39:26744] Failing at address: 0x40a863
[compute-0-39:26744] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:26744] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:26744] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:26744] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:26744] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 26744 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:26745] *** Process received signal ***
[compute-0-39:26745] Signal: Aborted (6)
[compute-0-39:26745] Signal code:  (-6)
[compute-0-39:26746] *** Process received signal ***
[compute-0-39:26746] Signal: Aborted (6)
[compute-0-39:26746] Signal code:  (-6)
[compute-0-39:26747] *** Process received signal ***
[compute-0-39:26747] Signal: Aborted (6)
[compute-0-39:26747] Signal code:  (-6)
[compute-0-39:26746] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:26746] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:26746] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:26746] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2af4ea9bdfc2]
[compute-0-39:26745] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:26745] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:26745] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:26745] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b7cf1945fc2]
[compute-0-39:26745] *** End of error message ***
[compute-0-39:26746] *** End of error message ***
[compute-0-39:26747] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:26747] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:26747] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:26747] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b2db4048fc2]
[compute-0-39:26747] *** End of error message ***
[compute-0-37:12124] *** Process received signal ***
[compute-0-37:12124] Signal: Aborted (6)
[compute-0-37:12124] Signal code:  (-6)
[compute-0-38:18404] *** Process received signal ***
[compute-0-38:18404] Signal: Aborted (6)
[compute-0-38:18404] Signal code:  (-6)
[compute-0-36:28180] *** Process received signal ***
[compute-0-36:28180] Signal: Aborted (6)
[compute-0-36:28180] Signal code:  (-6)
[compute-0-36:28183] *** Process received signal ***

n: 32
time: 405.803919ms
error: 0.000441005


n: 64
time: 608.492851ms
error: 9.28738e-05


n: 128
time: 607.053995ms
error: 2.10266e-05


n: 256
time: 409.388781ms
error: 4.9817e-06


n: 512
time: 429.935932ms
error: 1.211e-06


n: 1024
time: 282.372952ms
error: 2.98445e-07


n: 2048
time: 692.268133ms
error: 7.40728e-08


n: 4096
time: 1727.559090ms
error: 1.84509e-08


n: 8192
time: 6666.341066ms
error: 4.60431e-09


n: 16384
time: 24793.810129ms
error: 1.15003e-09


t: 6
n: 16
[compute-0-39:29444] *** Process received signal ***
[compute-0-39:29444] Signal: Floating point exception (8)
[compute-0-39:29444] Signal code: Integer divide-by-zero (1)
[compute-0-39:29444] Failing at address: 0x40a863
[compute-0-39:29444] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:29444] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:29444] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:29444] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:29444] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 29444 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:29445] *** Process received signal ***
[compute-0-39:29445] Signal: Aborted (6)
[compute-0-39:29445] Signal code:  (-6)
[compute-0-39:29446] *** Process received signal ***
[compute-0-39:29446] Signal: Aborted (6)
[compute-0-39:29446] Signal code:  (-6)
[compute-0-39:29447] *** Process received signal ***
[compute-0-39:29447] Signal: Aborted (6)
[compute-0-39:29447] Signal code:  (-6)
[compute-0-39:29446] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:29445] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:29445] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:29445] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:29445] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ab7abeb1fc2]
[compute-0-39:29445] *** End of error message ***
[compute-0-38:21050] *** Process received signal ***
[compute-0-38:21050] Signal: Aborted (6)
[compute-0-38:21050] Signal code:  (-6)
[compute-0-36:28665] *** Process received signal ***
[compute-0-36:28665] Signal: Aborted (6)
[compute-0-36:28665] Signal code:  (-6)
[compute-0-39:29446] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:29446] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:29446] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b4c195bffc2]
[compute-0-36:28666] *** Process received signal ***
[compute-0-36:28666] Signal: Aborted (6)
[compute-0-36:28666] Signal code:  (-6)
[compute-0-36:28668] *** Process received signal ***

n: 32
time: 451.264858ms
error: 0.000441005


n: 64
time: 608.325005ms
error: 9.28738e-05


n: 128
time: 502.877951ms
error: 2.10266e-05


n: 256
time: 409.241915ms
error: 4.9817e-06


n: 512
time: 222.855091ms
error: 1.211e-06


n: 1024
time: 471.203089ms
error: 2.98445e-07


n: 2048
time: 707.395077ms
error: 7.40728e-08


n: 4096
time: 1614.150047ms
error: 1.84509e-08


n: 8192
time: 6384.739876ms
error: 4.60431e-09


n: 16384
time: 25081.418991ms
error: 1.15003e-09


t: 7
n: 16
[compute-0-39:32018] *** Process received signal ***
[compute-0-39:32018] Signal: Floating point exception (8)
[compute-0-39:32018] Signal code: Integer divide-by-zero (1)
[compute-0-39:32018] Failing at address: 0x40a863
[compute-0-39:32018] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:32018] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:32018] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:32018] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:32018] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 32018 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:32020] *** Process received signal ***
[compute-0-39:32020] Signal: Aborted (6)
[compute-0-39:32020] Signal code:  (-6)
[compute-0-39:32021] *** Process received signal ***
[compute-0-39:32021] Signal: Aborted (6)
[compute-0-39:32021] Signal code:  (-6)
[compute-0-39:32020] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:32020] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:32020] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:32020] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b46c1981fc2]
[compute-0-39:32020] *** End of error message ***
[compute-0-39:32021] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:32021] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:32021] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:32021] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b4047aecfc2]
[compute-0-39:32021] *** End of error message ***
[compute-0-37:13150] *** Process received signal ***
[compute-0-37:13150] Signal: Aborted (6)
[compute-0-37:13150] Signal code:  (-6)
[compute-0-39:32019] *** Process received signal ***
[compute-0-37:13152] *** Process received signal ***
[compute-0-37:13152] Signal: Aborted (6)
[compute-0-37:13152] Signal code:  (-6)
[compute-0-39:32019] Signal: Aborted (6)
[compute-0-39:32019] Signal code:  (-6)
[compute-0-38:23393] *** Process received signal ***
[compute-0-38:23393] Signal: Aborted (6)
[compute-0-38:23393] Signal code:  (-6)
[compute-0-39:32019] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:32019] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:32019] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:32019] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b04488ebfc2]
[compute-0-39:32019] *** End of error message ***
[compute-0-38:23394] *** Process received signal ***
[compute-0-38:23394] Signal: Aborted (6)
[compute-0-38:23394] Signal code:  (-6)
[compute-0-36:29206] *** Process received signal ***
[compute-0-36:29206] Signal: Aborted (6)
[compute-0-36:29206] Signal code:  (-6)

n: 32
time: 207.475901ms
error: 0.000441005


n: 64
time: 607.592106ms
error: 9.28738e-05


n: 128
time: 207.054138ms
error: 2.10266e-05


n: 256
time: 607.025146ms
error: 4.9817e-06


n: 512
time: 420.991898ms
error: 1.211e-06


n: 1024
time: 469.799042ms
error: 2.98445e-07


n: 2048
time: 701.538086ms
error: 7.40728e-08


n: 4096
time: 1830.353022ms
error: 1.84509e-08


n: 8192
time: 5822.597027ms
error: 4.60431e-09


n: 16384
time: 23769.980192ms
error: 1.15003e-09


t: 8
n: 16
[compute-0-39:02197] *** Process received signal ***
[compute-0-39:02197] Signal: Floating point exception (8)
[compute-0-39:02197] Signal code: Integer divide-by-zero (1)
[compute-0-39:02197] Failing at address: 0x40a863
[compute-0-39:02197] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:02197] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:02197] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:02197] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:02197] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 2197 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:02198] *** Process received signal ***
[compute-0-39:02199] *** Process received signal ***
[compute-0-39:02200] *** Process received signal ***
[compute-0-39:02198] Signal: Aborted (6)
[compute-0-39:02198] Signal code:  (-6)
[compute-0-39:02199] Signal: Aborted (6)
[compute-0-39:02199] Signal code:  (-6)
[compute-0-39:02200] Signal: Aborted (6)
[compute-0-39:02200] Signal code:  (-6)
[compute-0-39:02199] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:02199] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:02199] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:02199] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b16aa5b6fc2]
[compute-0-39:02199] *** End of error message ***
[compute-0-39:02200] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:02200] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:02200] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:02200] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b51df512fc2]
[compute-0-39:02200] *** End of error message ***
[compute-0-39:02198] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:02198] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:02198] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:02198] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ba0a936ffc2]
[compute-0-39:02198] *** End of error message ***
[compute-0-38:26090] *** Process received signal ***
[compute-0-38:26090] Signal: Aborted (6)
[compute-0-38:26090] Signal code:  (-6)
[compute-0-36:29791] *** Process received signal ***
[compute-0-36:29791] Signal: Aborted (6)
[compute-0-36:29791] Signal code:  (-6)

n: 32
time: 413.098097ms
error: 0.000441005


n: 64
time: 427.198172ms
error: 9.28738e-05


n: 128
time: 408.499956ms
error: 2.10266e-05


n: 256
time: 411.296844ms
error: 4.9817e-06


n: 512
time: 413.432121ms
error: 1.211e-06


n: 1024
time: 468.697071ms
error: 2.98445e-07


n: 2048
time: 776.990891ms
error: 7.40728e-08


n: 4096
time: 1775.397778ms
error: 1.84509e-08


n: 8192
time: 6199.447155ms
error: 4.60431e-09


n: 16384
time: 25706.899881ms
error: 1.15003e-09


t: 9
n: 16
[compute-0-39:05027] *** Process received signal ***
[compute-0-39:05027] Signal: Floating point exception (8)
[compute-0-39:05027] Signal code: Integer divide-by-zero (1)
[compute-0-39:05027] Failing at address: 0x40a863
[compute-0-39:05027] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05027] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:05027] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:05027] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:05027] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 5027 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:05028] *** Process received signal ***
[compute-0-39:05028] Signal: Aborted (6)
[compute-0-39:05028] Signal code:  (-6)
[compute-0-39:05029] *** Process received signal ***
[compute-0-39:05030] *** Process received signal ***
[compute-0-39:05030] Signal: Aborted (6)
[compute-0-39:05030] Signal code:  (-6)
[compute-0-39:05029] Signal: Aborted (6)
[compute-0-39:05029] Signal code:  (-6)
[compute-0-39:05028] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05028] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05028] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05028] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b0bfc1e5fc2]
[compute-0-39:05028] *** End of error message ***
[compute-0-39:05030] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05030] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05030] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05030] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b7ebe67dfc2]
[compute-0-39:05030] *** End of error message ***
[compute-0-37:14364] *** Process received signal ***
[compute-0-37:14364] Signal: Aborted (6)
[compute-0-37:14364] Signal code:  (-6)
[compute-0-39:05029] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:05029] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:05029] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:05029] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b7e9fbb5fc2]
[compute-0-39:05029] *** End of error message ***
[compute-0-38:28783] *** Process received signal ***
[compute-0-38:28783] Signal: Aborted (6)
[compute-0-38:28783] Signal code:  (-6)
[compute-0-37:14365] *** Process received signal ***
[compute-0-37:14365] Signal: Aborted (6)
[compute-0-37:14365] Signal code:  (-6)
[compute-0-36:30408] *** Process received signal ***
[compute-0-36:30408] Signal: Aborted (6)
[compute-0-36:30408] Signal code:  (-6)
[compute-0-36:30410] *** Process received signal ***
[compute-0-36:30411] *** Process received signal ***

n: 32
time: 406.541109ms
error: 0.000441005


n: 64
time: 426.270008ms
error: 9.28738e-05


n: 128
time: 408.402205ms
error: 2.10266e-05


n: 256
time: 412.320852ms
error: 4.9817e-06


n: 512
time: 426.985979ms
error: 1.211e-06


n: 1024
time: 433.025122ms
error: 2.98445e-07


n: 2048
time: 885.303020ms
error: 7.40728e-08


n: 4096
time: 1694.423914ms
error: 1.84509e-08


