chown: cannot access `/state/partition1/scratch/pbstmp.385842.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.385842.rocks.hpc.ntnu.no': No such file or directory
p: 1
[compute-0-29:23069] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ac699731fc2]
[compute-0-29:23069] *** End of error message ***
[compute-0-29:23070] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23071] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23071] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:23071] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:23071] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b07f9668fc2]
[compute-0-29:23070] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:23070] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:23070] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b7d3ca7dfc2]
[compute-0-29:23070] *** End of error message ***
[compute-0-29:23071] *** End of error message ***
[compute-0-3:30784] *** Process received signal ***
[compute-0-3:30784] Signal: Aborted (6)
[compute-0-3:30784] Signal code:  (-6)

n: 32
time: 12.041807ms
error: 0.000441005


n: 64
time: 14.112949ms
error: 9.28738e-05


n: 128
time: 15.719891ms
error: 2.10266e-05


n: 256
time: 18.039942ms
error: 4.9817e-06


n: 512
time: 39.594889ms
error: 1.211e-06


n: 1024
time: 121.601105ms
error: 2.98445e-07


n: 2048
time: 442.659140ms
error: 7.40728e-08


n: 4096
time: 1817.345858ms
error: 1.84509e-08


n: 8192
time: 7515.363932ms
error: 4.60431e-09


n: 16384
time: 31293.829918ms
error: 1.15003e-09


t: 3
n: 16
[compute-0-29:23540] *** Process received signal ***
[compute-0-29:23540] Signal: Floating point exception (8)
[compute-0-29:23540] Signal code: Integer divide-by-zero (1)
[compute-0-29:23540] Failing at address: 0x40a863
[compute-0-29:23540] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23540] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:23540] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:23540] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:23540] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 23540 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:23541] *** Process received signal ***
[compute-0-29:23542] *** Process received signal ***
[compute-0-29:23542] Signal: Aborted (6)
[compute-0-29:23542] Signal code:  (-6)
[compute-0-29:23543] *** Process received signal ***
[compute-0-29:23541] Signal: Aborted (6)
[compute-0-29:23541] Signal code:  (-6)
[compute-0-29:23543] Signal: Aborted (6)
[compute-0-29:23543] Signal code:  (-6)
[compute-0-29:23542] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23542] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:23542] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:23542] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b257594bfc2]
[compute-0-29:23542] *** End of error message ***
[compute-0-29:23541] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23541] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:23541] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-25:11778] *** Process received signal ***
[compute-0-25:11778] Signal: Aborted (6)
[compute-0-25:11778] Signal code:  (-6)
[compute-0-29:23543] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23543] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:23543] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:23543] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b2a86febfc2]
[compute-0-29:23543] *** End of error message ***
[compute-0-29:23541] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b99775edfc2]
[compute-0-29:23541] *** End of error message ***
[compute-0-25:11779] *** Process received signal ***
[compute-0-25:11779] Signal: Aborted (6)
[compute-0-25:11779] Signal code:  (-6)
[compute-0-25:11781] *** Process received signal ***
[compute-0-25:11781] Signal: Aborted (6)
[compute-0-25:11781] Signal code:  (-6)
[compute-0-13:05860] *** Process received signal ***
[compute-0-13:05861] *** Process received signal ***
[compute-0-13:05861] Signal: Aborted (6)
[compute-0-13:05861] Signal code:  (-6)
[compute-0-13:05863] *** Process received signal ***
[compute-0-13:05860] Signal: Aborted (6)
[compute-0-13:05860] Signal code:  (-6)
[compute-0-3:31238] *** Process received signal ***
[compute-0-3:31238] Signal: Aborted (6)
[compute-0-3:31238] Signal code:  (-6)

n: 32
time: 34.434080ms
error: 0.000441005


n: 64
time: 40.895224ms
error: 9.28738e-05


n: 128
time: 35.745144ms
error: 2.10266e-05


n: 256
time: 35.333872ms
error: 4.9817e-06


n: 512
time: 91.337919ms
error: 1.211e-06


n: 1024
time: 111.152172ms
error: 2.98445e-07


n: 2048
time: 357.294083ms
error: 7.40728e-08


n: 4096
time: 1526.125193ms
error: 1.84509e-08


n: 8192
time: 5860.877991ms
error: 4.60431e-09


n: 16384
time: 24356.454849ms
error: 1.15003e-09


t: 4
n: 16
[compute-0-29:23982] *** Process received signal ***
[compute-0-29:23982] Signal: Floating point exception (8)
[compute-0-29:23982] Signal code: Integer divide-by-zero (1)
[compute-0-29:23982] Failing at address: 0x40a863
[compute-0-29:23982] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23982] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:23982] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:23982] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:23982] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 23982 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:23984] *** Process received signal ***
[compute-0-29:23985] *** Process received signal ***
[compute-0-29:23984] Signal: Aborted (6)
[compute-0-29:23984] Signal code:  (-6)
[compute-0-29:23985] Signal: Aborted (6)
[compute-0-29:23985] Signal code:  (-6)
[compute-0-29:23984] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23984] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:23984] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:23984] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ad878d2cfc2]
[compute-0-29:23984] *** End of error message ***
[compute-0-29:23985] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:23985] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:23985] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:23985] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2af1b28cefc2]
[compute-0-29:23985] *** End of error message ***
[compute-0-25:12187] *** Process received signal ***
[compute-0-25:12187] Signal: Aborted (6)
[compute-0-25:12187] Signal code:  (-6)
[compute-0-3:31647] *** Process received signal ***
[compute-0-3:31647] Signal: Aborted (6)
[compute-0-3:31647] Signal code:  (-6)

n: 32
time: 208.965063ms
error: 0.000441005


n: 64
time: 409.358978ms
error: 9.28738e-05


n: 128
time: 209.264994ms
error: 2.10266e-05


n: 256
time: 212.874889ms
error: 4.9817e-06


n: 512
time: 221.019030ms
error: 1.211e-06


n: 1024
time: 282.379150ms
error: 2.98445e-07


n: 2048
time: 569.011927ms
error: 7.40728e-08


n: 4096
time: 1706.089973ms
error: 1.84509e-08


n: 8192
time: 6000.765085ms
error: 4.60431e-09


n: 16384
time: 25472.835064ms
error: 1.15003e-09


t: 5
n: 16
[compute-0-29:24468] *** Process received signal ***
[compute-0-29:24468] Signal: Floating point exception (8)
[compute-0-29:24468] Signal code: Integer divide-by-zero (1)
[compute-0-29:24468] Failing at address: 0x40a863
[compute-0-29:24468] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24468] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:24468] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:24468] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:24468] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 24468 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:24469] *** Process received signal ***
[compute-0-29:24469] Signal: Aborted (6)
[compute-0-29:24469] Signal code:  (-6)
[compute-0-29:24470] *** Process received signal ***
[compute-0-29:24470] Signal: Aborted (6)
[compute-0-29:24470] Signal code:  (-6)
[compute-0-29:24471] *** Process received signal ***
[compute-0-29:24471] Signal: Aborted (6)
[compute-0-29:24471] Signal code:  (-6)
[compute-0-29:24470] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24470] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:24470] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:24470] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ad885101fc2]
[compute-0-29:24470] *** End of error message ***
[compute-0-29:24471] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24471] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:24471] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:24471] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ba9d9efcfc2]
[compute-0-29:24471] *** End of error message ***
[compute-0-29:24469] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24469] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:24469] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:24469] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b34a320bfc2]
[compute-0-29:24469] *** End of error message ***
[compute-0-25:12640] *** Process received signal ***
[compute-0-25:12640] Signal: Aborted (6)
[compute-0-25:12640] Signal code:  (-6)

n: 32
time: 408.186913ms
error: 0.000441005


n: 64
time: 405.085802ms
error: 9.28738e-05


n: 128
time: 406.567097ms
error: 2.10266e-05


n: 256
time: 411.262035ms
error: 4.9817e-06


n: 512
time: 513.231993ms
error: 1.211e-06


n: 1024
time: 466.921091ms
error: 2.98445e-07


n: 2048
time: 683.778048ms
error: 7.40728e-08


n: 4096
time: 1821.194887ms
error: 1.84509e-08


n: 8192
time: 6571.952105ms
error: 4.60431e-09


n: 16384
time: 24059.623957ms
error: 1.15003e-09


t: 6
n: 16
[compute-0-29:24988] *** Process received signal ***
[compute-0-29:24988] Signal: Floating point exception (8)
[compute-0-29:24988] Signal code: Integer divide-by-zero (1)
[compute-0-29:24988] Failing at address: 0x40a863
[compute-0-29:24988] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24988] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:24988] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:24988] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:24988] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 24988 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:24989] *** Process received signal ***
[compute-0-29:24989] Signal: Aborted (6)
[compute-0-29:24989] Signal code:  (-6)
[compute-0-29:24990] *** Process received signal ***
[compute-0-29:24990] Signal: Aborted (6)
[compute-0-29:24990] Signal code:  (-6)
[compute-0-29:24991] *** Process received signal ***
[compute-0-29:24991] Signal: Aborted (6)
[compute-0-29:24991] Signal code:  (-6)
[compute-0-29:24991] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24991] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:24991] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:24991] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b79d74befc2]
[compute-0-29:24991] *** End of error message ***
[compute-0-29:24989] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24989] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:24989] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:24989] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2acd5d302fc2]
[compute-0-29:24989] *** End of error message ***
[compute-0-29:24990] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:24990] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:24990] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:24990] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2aee80604fc2]
[compute-0-29:24990] *** End of error message ***
[compute-0-25:13129] *** Process received signal ***
[compute-0-25:13129] Signal: Aborted (6)
[compute-0-25:13129] Signal code:  (-6)
[compute-0-13:07209] *** Process received signal ***
[compute-0-13:07209] Signal: Aborted (6)
[compute-0-13:07209] Signal code:  (-6)
[compute-0-13:07210] *** Process received signal ***
[compute-0-13:07210] Signal: Aborted (6)
[compute-0-13:07210] Signal code:  (-6)
[compute-0-13:07211] *** Process received signal ***
[compute-0-13:07211] Signal: Aborted (6)
[compute-0-13:07211] Signal code:  (-6)

n: 32
time: 407.189846ms
error: 0.000441005


n: 64
time: 528.047085ms
error: 9.28738e-05


n: 128
time: 408.562899ms
error: 2.10266e-05


n: 256
time: 409.758091ms
error: 4.9817e-06


n: 512
time: 418.300152ms
error: 1.211e-06


n: 1024
time: 425.184011ms
error: 2.98445e-07


n: 2048
time: 681.855917ms
error: 7.40728e-08


n: 4096
time: 1644.356012ms
error: 1.84509e-08


n: 8192
time: 6225.322008ms
error: 4.60431e-09


n: 16384
time: 23522.560835ms
error: 1.15003e-09


t: 7
n: 16
[compute-0-29:25563] *** Process received signal ***
[compute-0-29:25563] Signal: Floating point exception (8)
[compute-0-29:25563] Signal code: Integer divide-by-zero (1)
[compute-0-29:25563] Failing at address: 0x40a863
[compute-0-29:25563] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:25563] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:25563] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:25563] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:25563] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 25563 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:25565] *** Process received signal ***
[compute-0-29:25565] Signal: Aborted (6)
[compute-0-29:25565] Signal code:  (-6)
[compute-0-29:25564] *** Process received signal ***
[compute-0-29:25564] Signal: Aborted (6)
[compute-0-29:25564] Signal code:  (-6)
[compute-0-29:25566] *** Process received signal ***
[compute-0-29:25566] Signal: Aborted (6)
[compute-0-29:25566] Signal code:  (-6)
[compute-0-25:13670] *** Process received signal ***
[compute-0-3:00688] *** Process received signal ***
[compute-0-3:00688] Signal: Aborted (6)
[compute-0-3:00688] Signal code:  (-6)
[compute-0-29:25565] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:25565] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:25565] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:25565] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b7ff0869fc2]
[compute-0-29:25565] *** End of error message ***
[compute-0-29:25564] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:25564] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:25564] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:25564] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b7c58027fc2]
[compute-0-29:25564] *** End of error message ***
[compute-0-13:07752] *** Process received signal ***
[compute-0-13:07752] Signal: Aborted (6)
[compute-0-13:07752] Signal code:  (-6)

n: 32
time: 607.480049ms
error: 0.000441005


n: 64
time: 407.499075ms
error: 9.28738e-05


n: 128
time: 611.490011ms
error: 2.10266e-05


n: 256
time: 407.899141ms
error: 4.9817e-06


n: 512
time: 421.866894ms
error: 1.211e-06


n: 1024
time: 423.156023ms
error: 2.98445e-07


n: 2048
time: 659.089804ms
error: 7.40728e-08


n: 4096
time: 1847.100019ms
error: 1.84509e-08


n: 8192
time: 5856.685877ms
error: 4.60431e-09


n: 16384
time: 24562.129021ms
error: 1.15003e-09


t: 8
n: 16
[compute-0-29:26185] *** Process received signal ***
[compute-0-29:26185] Signal: Floating point exception (8)
[compute-0-29:26185] Signal code: Integer divide-by-zero (1)
[compute-0-29:26185] Failing at address: 0x40a863
[compute-0-29:26185] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:26185] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:26185] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:26185] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:26185] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 26185 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:26186] *** Process received signal ***
[compute-0-29:26186] Signal: Aborted (6)
[compute-0-29:26186] Signal code:  (-6)
[compute-0-29:26187] *** Process received signal ***
[compute-0-29:26187] Signal: Aborted (6)
[compute-0-29:26187] Signal code:  (-6)
[compute-0-29:26186] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:26186] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:26186] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:26186] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2acc636aefc2]
[compute-0-29:26186] *** End of error message ***
[compute-0-29:26187] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:26187] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:26187] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:26187] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b2be07d3fc2]
[compute-0-29:26187] *** End of error message ***
[compute-0-25:14257] *** Process received signal ***
[compute-0-25:14257] Signal: Aborted (6)
[compute-0-25:14257] Signal code:  (-6)
[compute-0-3:01286] *** Process received signal ***
[compute-0-29:26188] *** Process received signal ***
[compute-0-13:08339] *** Process received signal ***
[compute-0-13:08340] *** Process received signal ***
[compute-0-13:08342] *** Process received signal ***
[compute-0-13:08339] Signal: Aborted (6)
[compute-0-13:08339] Signal code:  (-6)

n: 32
time: 433.724880ms
error: 0.000441005


n: 64
time: 405.785084ms
error: 9.28738e-05


n: 128
time: 413.500071ms
error: 2.10266e-05


n: 256
time: 411.146879ms
error: 4.9817e-06


n: 512
time: 817.373991ms
error: 1.211e-06


n: 1024
time: 489.090919ms
error: 2.98445e-07


n: 2048
time: 758.156061ms
error: 7.40728e-08


n: 4096
time: 1756.863117ms
error: 1.84509e-08


n: 8192
time: 5758.955002ms
error: 4.60431e-09


n: 16384
time: 25165.766001ms
error: 1.15003e-09


t: 9
n: 16
[compute-0-29:26837] *** Process received signal ***
[compute-0-29:26837] Signal: Floating point exception (8)
[compute-0-29:26837] Signal code: Integer divide-by-zero (1)
[compute-0-29:26837] Failing at address: 0x40a863
[compute-0-29:26837] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:26837] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:26837] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:26837] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:26837] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 26837 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:26839] *** Process received signal ***
[compute-0-29:26839] Signal: Aborted (6)
[compute-0-29:26839] Signal code:  (-6)
[compute-0-29:26840] *** Process received signal ***
[compute-0-29:26840] Signal: Aborted (6)
[compute-0-29:26840] Signal code:  (-6)
[compute-0-29:26839] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:26839] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:26839] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:26839] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2addac702fc2]
[compute-0-29:26839] *** End of error message ***
[compute-0-29:26840] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:26840] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:26840] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:26840] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b003e2c6fc2]
[compute-0-29:26840] *** End of error message ***
[compute-0-25:14888] *** Process received signal ***
[compute-0-25:14888] Signal: Aborted (6)
[compute-0-25:14888] Signal code:  (-6)
[compute-0-29:26838] *** Process received signal ***
[compute-0-29:26838] Signal: Aborted (6)
[compute-0-29:26838] Signal code:  (-6)
[compute-0-13:08956] *** Process received signal ***
[compute-0-13:08956] Signal: Aborted (6)
[compute-0-13:08956] Signal code:  (-6)
[compute-0-13:08957] *** Process received signal ***
[compute-0-13:08957] Signal: Aborted (6)
[compute-0-13:08957] Signal code:  (-6)
[compute-0-13:08958] *** Process received signal ***
[compute-0-13:08958] Signal: Aborted (6)
[compute-0-13:08958] Signal code:  (-6)

n: 32
time: 506.582975ms
error: 0.000441005


n: 64
time: 810.850143ms
error: 9.28738e-05


n: 128
time: 613.082170ms
error: 2.10266e-05


n: 256
time: 610.072136ms
error: 4.9817e-06


n: 512
time: 512.821913ms
error: 1.211e-06


n: 1024
time: 477.966070ms
error: 2.98445e-07


n: 2048
time: 553.247213ms
error: 7.40728e-08


n: 4096
time: 1666.762829ms
error: 1.84509e-08


n: 8192
time: 6209.830999ms
error: 4.60431e-09


n: 16384
time: 24814.873934ms
error: 1.15003e-09


t: 10
n: 16
[compute-0-29:27545] *** Process received signal ***
[compute-0-29:27545] Signal: Floating point exception (8)
[compute-0-29:27545] Signal code: Integer divide-by-zero (1)
[compute-0-29:27545] Failing at address: 0x40a863
[compute-0-29:27545] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:27545] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-29:27545] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x309ac1d994]
[compute-0-29:27545] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-29:27545] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 27545 on node compute-0-29.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-29:27546] *** Process received signal ***
[compute-0-29:27546] Signal: Aborted (6)
[compute-0-29:27546] Signal code:  (-6)
[compute-0-29:27547] *** Process received signal ***
[compute-0-29:27548] *** Process received signal ***
[compute-0-29:27547] Signal: Aborted (6)
[compute-0-29:27547] Signal code:  (-6)
[compute-0-29:27548] Signal: Aborted (6)
[compute-0-29:27548] Signal code:  (-6)
[compute-0-29:27546] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:27546] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:27546] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:27546] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b03653b2fc2]
[compute-0-29:27546] *** End of error message ***
[compute-0-29:27547] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:27547] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:27547] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:27547] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b9a17439fc2]
[compute-0-29:27547] *** End of error message ***
[compute-0-29:27548] [ 0] /lib64/libpthread.so.0 [0x309b40ebe0]
[compute-0-29:27548] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x309ac30285]
[compute-0-29:27548] [ 2] /lib64/libc.so.6(abort+0x110) [0x309ac31d30]
[compute-0-29:27548] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ae13cb79fc2]
[compute-0-29:27548] *** End of error message ***
[compute-0-25:15549] *** Process received signal ***
